identifier,variable,area_esg,estandar,codeESRS,codeGRI,unidad,tipo_unidad,frecuencia,tipo_valor,definicion,origen_definicion,origen_dato_operativo,evaluacion_doble_materialidad
urn:sds:reg:esrs:s4_sbm_3_03,Type of consumers and end-users subject to material impacts by own operations or through value chain,Social,ESRS/CSRD,S4.SBM-3_03,,Text,Text,annual,semi-narrative,"Disclosure datapoint as defined in IG3 (ESRS S4.SBM-3, paragraph 10.a.i-iv).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:s4_sbm_3_04,Material negative impacts occurrence (consumers and end-users),Social,ESRS/CSRD,S4.SBM-3_04,,Text,Text,annual,semi-narrative,"Disclosure datapoint as defined in IG3 (ESRS S4.SBM-3, paragraph 10.b).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:s4_sbm_3_05,Description of activities that result in positive impacts and types of consumers and end-users that are positively affected or could be positively affected,Social,ESRS/CSRD,S4.SBM-3_05,,Text,Text,annual,narrative,"Disclosure datapoint as defined in IG3 (ESRS S4.SBM-3, paragraph 10.c).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:s4_sbm_3_06,Description of material risks and opportunities arising from impacts and dependencies on consumers and end-users,Social,ESRS/CSRD,S4.SBM-3_06,,Text,Text,annual,narrative,"Disclosure datapoint as defined in IG3 (ESRS S4.SBM-3, paragraph 10.d).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:s4_sbm_3_07,"Disclosure of whether and how understanding of how consumers and end-users with particular characteristics, working in particular contexts, or undertaking particular activities may be at greater risk of harm has been developed",Social,ESRS/CSRD,S4.SBM-3_07,,Text,Boolean,annual,narrative,"Disclosure datapoint as defined in IG3 (ESRS S4.SBM-3, paragraph 11).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:s4_sbm_3_08,Disclosure of which of material risks and opportunities arising from impacts and dependencies on consumers and end-users are impacts on specific groups,Social,ESRS/CSRD,S4.SBM-3_08,,Boolean,Boolean,annual,boolean,"Disclosure datapoint as defined in IG3 (ESRS S4.SBM-3, paragraph 12).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:sbm_1_01,Description of significant groups of products and (or) services offered,Transversal/General,ESRS/CSRD,SBM-1_01,,Text,Text,annual,narrative,"Disclosure datapoint as defined in IG3 (ESRS 2 SBM-1, paragraph 40.a.i).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:sbm_1_02,Description of significant markets and (or) customer groups served,Transversal/General,ESRS/CSRD,SBM-1_02,,Text,Text,annual,narrative,"Disclosure datapoint as defined in IG3 (ESRS 2 SBM-1, paragraph 40.a.ii).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:sbm_1_03,"Number of employees (head count), at end of period",Transversal/General,ESRS/CSRD,SBM-1_03,,employees,Count,annual,numeric,"Disclosure datapoint as defined in IG3 (ESRS 2 SBM-1, paragraph 40.a.iii).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:sbm_1_04,"Number of employees (head count), during period",Transversal/General,ESRS/CSRD,SBM-1_04,,employees,Count,annual,numeric,"Disclosure datapoint as defined in IG3 (ESRS 2 SBM-1, paragraph 40.a.iii).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:sbm_1_05,Description of products and services that are banned in certain markets,Transversal/General,ESRS/CSRD,SBM-1_05,,Text,Text,annual,narrative,"Disclosure datapoint as defined in IG3 (ESRS 2 SBM-1, paragraph 40.a.iv).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:sbm_1_06,Total revenue,Transversal/General,ESRS/CSRD,SBM-1_06,,EUR,Currency,annual,monetary,"Disclosure datapoint as defined in IG3 (ESRS 2 SBM-1, paragraph 40.b).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:sbm_1_07,Revenue by significant ESRS Sectors,Transversal/General,ESRS/CSRD,SBM-1_07,,EUR,Currency,annual,monetary,"Disclosure datapoint as defined in IG3 (ESRS 2 SBM-1, paragraph 40.b).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:sbm_1_08,List of additional significant ESRS sectors in which significant activities are developed or in which undertaking is or may be connected to material impacts,Transversal/General,ESRS/CSRD,SBM-1_08,,Text,Text,annual,semi-narrative,"Disclosure datapoint as defined in IG3 (ESRS 2 SBM-1, paragraph 40.c).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:sbm_1_09,"Undertaking is active in fossil fuel (coal, oil and gas) sector",Transversal/General,ESRS/CSRD,SBM-1_09,,Boolean,Boolean,annual,boolean,"Disclosure datapoint as defined in IG3 (ESRS 2 SBM-1, paragraph 40.d.i).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:sbm_1_10,"Revenue from fossil fuel (coal, oil and gas) sector",Transversal/General,ESRS/CSRD,SBM-1_10,,EUR,Currency,annual,monetary,"Disclosure datapoint as defined in IG3 (ESRS 2 SBM-1, paragraph 40.d.i).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:sbm_1_11,Revenue from coal,Transversal/General,ESRS/CSRD,SBM-1_11,,EUR,Currency,annual,monetary,"Disclosure datapoint as defined in IG3 (ESRS 2 SBM-1, paragraph 40.d.i).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:sbm_1_12,Revenue from oil,Transversal/General,ESRS/CSRD,SBM-1_12,,EUR,Currency,annual,monetary,"Disclosure datapoint as defined in IG3 (ESRS 2 SBM-1, paragraph 40.d.i).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:sbm_1_13,Revenue from gas,Transversal/General,ESRS/CSRD,SBM-1_13,,EUR,Currency,annual,monetary,"Disclosure datapoint as defined in IG3 (ESRS 2 SBM-1, paragraph 40.d.i).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:sbm_1_14,Revenue from Taxonomy-aligned economic activities related to fossil gas,Transversal/General,ESRS/CSRD,SBM-1_14,,EUR,Currency,annual,monetary,"Disclosure datapoint as defined in IG3 (ESRS 2 SBM-1, paragraph 40.d.i).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:sbm_1_15,Undertaking is active in chemicals production,Transversal/General,ESRS/CSRD,SBM-1_15,,Boolean,Boolean,annual,boolean,"Disclosure datapoint as defined in IG3 (ESRS 2 SBM-1, paragraph 40.d.ii).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:sbm_1_16,"Revenue from chemical production, i.e., its activities fall under Division 20.2 of Annex I to Regulation (EC) No 1893/2006",Transversal/General,ESRS/CSRD,SBM-1_16,,EUR,Currency,annual,monetary,"Disclosure datapoint as defined in IG3 (ESRS 2 SBM-1, paragraph 40.d.ii).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:sbm_1_17,Undertaking is active in controversial weapons,Transversal/General,ESRS/CSRD,SBM-1_17,,Boolean,Boolean,annual,boolean,"Disclosure datapoint as defined in IG3 (ESRS 2 SBM-1, paragraph 40.d.iii).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:sbm_1_18,Revenue from controversial weapons,Transversal/General,ESRS/CSRD,SBM-1_18,,EUR,Currency,annual,monetary,"Disclosure datapoint as defined in IG3 (ESRS 2 SBM-1, paragraph 40.d.iii).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:sbm_1_19,Undertaking is active in cultivation and production of tobacco,Transversal/General,ESRS/CSRD,SBM-1_19,,Boolean,Boolean,annual,boolean,"Disclosure datapoint as defined in IG3 (ESRS 2 SBM-1, paragraph 40.d.iv).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:sbm_1_20,Revenue from cultivation and production of tobacco,Transversal/General,ESRS/CSRD,SBM-1_20,,EUR,Currency,annual,monetary,"Disclosure datapoint as defined in IG3 (ESRS 2 SBM-1, paragraph 40.d.iv).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:sbm_1_21,"Description of sustainability-related goals in terms of significant groups of products and services, customer categories, geographical areas and relationships with stakeholders",Transversal/General,ESRS/CSRD,SBM-1_21,,Text,Text,annual,narrative,"Disclosure datapoint as defined in IG3 (ESRS 2 SBM-1, paragraph 40.e).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:sbm_1_22,"Disclosure of assessment of current significant products and (or) services, and significant markets and customer groups, in relation to sustainability-related goals",Transversal/General,ESRS/CSRD,SBM-1_22,,Text,Text,annual,narrative,"Disclosure datapoint as defined in IG3 (ESRS 2 SBM-1, paragraph 40.f).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:sbm_1_23,Disclosure of elements of strategy that relate to or impact sustainability matters,Transversal/General,ESRS/CSRD,SBM-1_23,,Text,Text,annual,narrative,"Disclosure datapoint as defined in IG3 (ESRS 2 SBM-1, paragraph 40.g).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:sbm_1_24,List of ESRS sectors that are significant for undertaking,Transversal/General,ESRS/CSRD,SBM-1_24,,Text,Text,annual,semi-narrative,"Disclosure datapoint as defined in IG3 (ESRS 2 SBM-1, paragraph 41).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:sbm_1_25,Description of business model and value chain,Transversal/General,ESRS/CSRD,SBM-1_25,,Text,Text,annual,narrative,"Disclosure datapoint as defined in IG3 (ESRS 2 SBM-1, paragraph 42).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:sbm_1_26,"Description of inputs and approach to gathering, developing and securing inputs",Transversal/General,ESRS/CSRD,SBM-1_26,,Text,Text,annual,narrative,"Disclosure datapoint as defined in IG3 (ESRS 2 SBM-1, paragraph 42.a).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:sbm_1_27,"Description of outputs and outcomes in terms of current and expected benefits for customers, investors and other stakeholders",Transversal/General,ESRS/CSRD,SBM-1_27,,Text,Text,annual,narrative,"Disclosure datapoint as defined in IG3 (ESRS 2 SBM-1, paragraph 42.b).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:sbm_1_28,Description of main features of upstream and downstream value chain and undertakings position in value chain,Transversal/General,ESRS/CSRD,SBM-1_28,,Text,Text,annual,narrative,"Disclosure datapoint as defined in IG3 (ESRS 2 SBM-1, paragraph 42.c).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:sbm_2_01,Description of stakeholder engagement,Transversal/General,ESRS/CSRD,SBM-2_01,,Text,Text,annual,narrative,"Disclosure datapoint as defined in IG3 (ESRS 2 SBM-2, paragraph 45.a).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:sbm_2_02,Description of key stakeholders,Transversal/General,ESRS/CSRD,SBM-2_02,,Text,Text,annual,narrative,"Disclosure datapoint as defined in IG3 (ESRS 2 SBM-2, paragraph 45.a.i).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:sbm_2_03,Description of categories of stakeholders for which engagement occurs,Transversal/General,ESRS/CSRD,SBM-2_03,,Text,Text,annual,narrative,"Disclosure datapoint as defined in IG3 (ESRS 2 SBM-2, paragraph 45.a.ii).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:sbm_2_04,Description of how stakeholder engagement is organised,Transversal/General,ESRS/CSRD,SBM-2_04,,Text,Text,annual,narrative,"Disclosure datapoint as defined in IG3 (ESRS 2 SBM-2, paragraph 45.a.iii).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:sbm_2_05,Description of purpose of stakeholder engagement,Transversal/General,ESRS/CSRD,SBM-2_05,,Text,Text,annual,narrative,"Disclosure datapoint as defined in IG3 (ESRS 2 SBM-2, paragraph 45.a.iv).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:sbm_2_06,Description of how outcome of stakeholder engagement is taken into account,Transversal/General,ESRS/CSRD,SBM-2_06,,Text,Text,annual,narrative,"Disclosure datapoint as defined in IG3 (ESRS 2 SBM-2, paragraph 45.a.v).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:sbm_2_07,Description of understanding of interests and views of key stakeholders as they relate to undertaking's strategy and business model,Transversal/General,ESRS/CSRD,SBM-2_07,,Text,Text,annual,narrative,"Disclosure datapoint as defined in IG3 (ESRS 2 SBM-2, paragraph 45.b).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:sbm_2_08,Description of amendments to strategy and (or) business model,Transversal/General,ESRS/CSRD,SBM-2_08,,Text,Text,annual,narrative,"Disclosure datapoint as defined in IG3 (ESRS 2 SBM-2, paragraph 45.c).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:sbm_2_09,Description of how strategy and (or) business model have been amended or are expected to be amended to address interests and views of stakeholders,Transversal/General,ESRS/CSRD,SBM-2_09,,Text,Text,annual,narrative,"Disclosure datapoint as defined in IG3 (ESRS 2 SBM-2, paragraph 45.c.i).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:sbm_2_10,Description of any further steps that are being planned and in what timeline,Transversal/General,ESRS/CSRD,SBM-2_10,,Text,Text,annual,narrative,"Disclosure datapoint as defined in IG3 (ESRS 2 SBM-2, paragraph 45.c.ii).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:sbm_2_11,Further steps that are being planned are likely to modify relationship with and views of stakeholders,Transversal/General,ESRS/CSRD,SBM-2_11,,Boolean,Boolean,annual,boolean,"Disclosure datapoint as defined in IG3 (ESRS 2 SBM-2, paragraph 45.c.iii).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:sbm_2_12,"Description of how administrative, management and supervisory bodies are informed about views and interests of affected stakeholders with regard to sustainability-related impacts",Transversal/General,ESRS/CSRD,SBM-2_12,,Text,Text,annual,narrative,"Disclosure datapoint as defined in IG3 (ESRS 2 SBM-2, paragraph 45.d).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:sbm_3_01,Description of material impacts resulting from materiality assessment,Transversal/General,ESRS/CSRD,SBM-3_01,,Text,Text,annual,narrative,"Disclosure datapoint as defined in IG3 (ESRS 2 SBM-3, paragraph 48.a).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:sbm_3_02,Description of material risks and opportunities resulting from materiality assessment,Transversal/General,ESRS/CSRD,SBM-3_02,,Text,Text,annual,narrative,"Disclosure datapoint as defined in IG3 (ESRS 2 SBM-3, paragraph 48.a).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:sbm_3_03,"Disclosure of current and anticipated effects of material impacts, risks and opportunities on business model, value chain, strategy and decision-making, and how undertaking has responded or plans to respond to these effects",Transversal/General,ESRS/CSRD,SBM-3_03,,Text,Text,annual,narrative,"Disclosure datapoint as defined in IG3 (ESRS 2 SBM-3, paragraph 48.b).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:sbm_3_04,Disclosure of how material negative and positive impacts affect (or are likely to affect) people or environment,Transversal/General,ESRS/CSRD,SBM-3_04,,Text,Text,annual,narrative,"Disclosure datapoint as defined in IG3 (ESRS 2 SBM-3, paragraph 48.c.i).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:sbm_3_05,Disclosure of whether and how material impacts originate from or are connected to strategy and business model,Transversal/General,ESRS/CSRD,SBM-3_05,,Text,Text,annual,narrative,"Disclosure datapoint as defined in IG3 (ESRS 2 SBM-3, paragraph 48.c.ii).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:sbm_3_06,Disclosure of reasonably expected time horizons of material impacts,Transversal/General,ESRS/CSRD,SBM-3_06,,Text,Text,annual,semi-narrative,"Disclosure datapoint as defined in IG3 (ESRS 2 SBM-3, paragraph 48.c.iii).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:sbm_3_07,Description of nature of activities or business relationships through which undertaking is involved with material impacts,Transversal/General,ESRS/CSRD,SBM-3_07,,Text,Text,annual,narrative,"Disclosure datapoint as defined in IG3 (ESRS 2 SBM-3, paragraph 48.c.iv).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:sbm_3_08,"Disclosure of current financial effects of material risks and opportunities on financial position, financial performance and cash flows and material risks and opportunities for which there is significant risk of material adjustment within next annual reporting period to carrying amounts of assets and liabilities reported in related financial statements",Transversal/General,ESRS/CSRD,SBM-3_08,,Text,Text,annual,narrative,"Disclosure datapoint as defined in IG3 (ESRS 2 SBM-3, paragraph 48.d).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:sbm_3_09,"Disclosure of anticipated financial effects of material risks and opportunities on financial position, financial performance and cash flows over short-, medium- and long-term",Transversal/General,ESRS/CSRD,SBM-3_09,,Text,Text,annual,narrative,"Disclosure datapoint as defined in IG3 (ESRS 2 SBM-3, paragraph 48.e).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:sbm_3_10,Information about resilience of strategy and business model regarding capacity to address material impacts and risks and to take advantage of material opportunities,Transversal/General,ESRS/CSRD,SBM-3_10,,Text,Text,annual,narrative,"Disclosure datapoint as defined in IG3 (ESRS 2 SBM-3, paragraph 48.f).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:sbm_3_11,"Disclosure of changes to material impacts, risks and opportunities compared to previous reporting period",Transversal/General,ESRS/CSRD,SBM-3_11,,Text,Text,annual,narrative,"Disclosure datapoint as defined in IG3 (ESRS 2 SBM-3, paragraph 48.g).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:sbm_3_12,"Disclosure of specification of impacts, risks and opportunities that are covered by ESRS Disclosure Requirements as opposed to those covered by additional entity-specific disclosures",Transversal/General,ESRS/CSRD,SBM-3_12,,Text,Text,annual,semi-narrative,"Disclosure datapoint as defined in IG3 (ESRS 2 SBM-3, paragraph 48.h).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_101_1_a,"describe its policies or commitments to halt and reverse biodiversity loss, and how
these are informed by the 2050 Goals and 2030 Targets in the Kunming-Montreal Global
Biodiversity Framework;",Ambiental,GRI,,GRI 101-1.a,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 101-1.a).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_101_1_b,"report the extent to which these policies or commitments apply to the organization’s
activities and to its business relationships;",Ambiental,GRI,,GRI 101-1.b,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 101-1.b).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_101_1_c,"report the goals and targets to halt and reverse biodiversity loss, whether they are
informed by scientific consensus, the base year, and the indicators used to evaluate
progress.",Ambiental,GRI,,GRI 101-1.c,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 101-1.c).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_101_2_a,report how it applies the mitigation hierarchy by describing:,Ambiental,GRI,,GRI 101-2.a,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 101-2.a).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_101_2_a_i,actions taken to avoid negative impacts on biodiversity;,Ambiental,GRI,,GRI 101-2.a.i,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 101-2.a.i).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_101_2_a_ii,actions taken to minimize negative impacts on biodiversity that were not avoided;,Ambiental,GRI,,GRI 101-2.a.ii,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 101-2.a.ii).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_101_2_a_iii,"actions taken to restore and rehabilitate affected ecosystems, including the goals
of the restoration and rehabilitation, and how stakeholders are engaged
throughout the restoration and rehabilitation actions;",Ambiental,GRI,,GRI 101-2.a.iii,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 101-2.a.iii).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_101_2_a_iv,actions taken to offset residual negative impacts on biodiversity;,Ambiental,GRI,,GRI 101-2.a.iv,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 101-2.a.iv).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_101_2_a_v,transformative actions taken and additional conservation actions taken;,Ambiental,GRI,,GRI 101-2.a.v,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 101-2.a.v).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_101_2_b,"with reference to 101-2-a-iii, report for each site with the most significant impacts on
biodiversity:",Ambiental,GRI,,GRI 101-2.b,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 101-2.b).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_101_2_b_i,the size in hectares of the area under restoration or rehabilitation;,Ambiental,GRI,,GRI 101-2.b.i,Hectares,Numeric,annual,numeric,Disclosure datapoint as defined in GRI masterfile (GRI 101-2.b.i).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_101_2_b_ii,the size in hectares of the area restored or rehabilitated;,Ambiental,GRI,,GRI 101-2.b.ii,Hectares,Numeric,annual,numeric,Disclosure datapoint as defined in GRI masterfile (GRI 101-2.b.ii).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_101_2_c,"with reference to 101-2-a-iv, report for each offset:",Ambiental,GRI,,GRI 101-2.c,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 101-2.c).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_101_2_c_i,the goals;,Ambiental,GRI,,GRI 101-2.c.i,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 101-2.c.i).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_101_2_c_ii,the geographic location;,Ambiental,GRI,,GRI 101-2.c.ii,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 101-2.c.ii).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_101_2_c_iii,whether and how principles of good offset practices are met;,Ambiental,GRI,,GRI 101-2.c.iii,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 101-2.c.iii).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_101_2_c_iv,whether and how the offset is certified or verified by a third party;,Ambiental,GRI,,GRI 101-2.c.iv,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 101-2.c.iv).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_101_2_d,"list which of its sites with the most significant impacts on biodiversity have a
biodiversity management plan and explain why the other sites do not have a
management plan;",Ambiental,GRI,,GRI 101-2.d,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 101-2.d).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_101_2_e,"describe how it enhances synergies and reduces trade-offs between actions taken to
manage its biodiversity and climate change impacts;",Ambiental,GRI,,GRI 101-2.e,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 101-2.e).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_101_2_f,"describe how it ensures that the actions taken to manage its impacts on biodiversity
avoid and minimize negative impacts and maximize positive impacts for stakeholders.",Ambiental,GRI,,GRI 101-2.f,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 101-2.f).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_101_3_a,"describe the process to ensure compliance with access and benefit-sharing
regulations and measures;",Ambiental,GRI,,GRI 101-3.a,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 101-3.a).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_101_3_b,"describe voluntary actions taken to advance access and benefit-sharing that are
additional to legal obligations or when there are no regulations and measures.",Ambiental,GRI,,GRI 101-3.b,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 101-3.b).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_101_4_a,"explain how it has determined which of its sites and which products and services in its
supply chain have the most significant actual and potential impacts on biodiversity.",Ambiental,GRI,,GRI 101-4.a,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 101-4.a).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_101_5_a,report the location and size in hectares of its sites with the most significant impacts on biodiversity;,Ambiental,GRI,,GRI 101-5.a,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 101-5.a).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_101_5_b,"for each site reported under 101-5-a, report whether it is in or near an ecologically sensitive area, the distance to these areas, and whether these are:",Ambiental,GRI,,GRI 101-5.b,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 101-5.b).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_101_5_b_i,areas of biodiversity importance;,Ambiental,GRI,,GRI 101-5.b.i,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 101-5.b.i).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_101_5_b_ii,areas of high ecosystem integrity;,Ambiental,GRI,,GRI 101-5.b.ii,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 101-5.b.ii).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_101_5_b_iii,areas of rapid decline in ecosystem integrity;,Ambiental,GRI,,GRI 101-5.b.iii,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 101-5.b.iii).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_101_5_b_iv,areas of high physical water risks;,Ambiental,GRI,,GRI 101-5.b.iv,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 101-5.b.iv).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_101_5_b_v,"areas important for the delivery of ecosystem service benefits to Indigenous Peoples, local communities, and other stakeholders;",Ambiental,GRI,,GRI 101-5.b.v,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 101-5.b.v).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_101_5_c,report the activities that take place in each site reported under 101-5-a;,Ambiental,GRI,,GRI 101-5.c,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 101-5.c).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_101_5_d,report the products and services in its supply chain with the most significant impacts on biodiversity and the countries or jurisdictions where the activities associated with these products and services take place.,Ambiental,GRI,,GRI 101-5.d,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 101-5.d).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_101_6_a,"for each site reported under 101-5-a where its activities lead or could lead to land and sea use change, report:",Ambiental,GRI,,GRI 101-6.a,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 101-6.a).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_101_6_a_i,"the size in hectares of natural ecosystem converted since a cut-off or reference date, the cut-off date or reference date, and the type of ecosystem before and after conversion;",Ambiental,GRI,,GRI 101-6.a.i,Date,Date,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 101-6.a.i).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_101_6_a_ii,"the size in hectares of land and sea converted from one intensively used or modified ecosystem to another during the reporting period, and the type of ecosystem before and after conversion;",Ambiental,GRI,,GRI 101-6.a.ii,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 101-6.a.ii).,external-standard,entity-specific,entity-assessment-required
